YB,l,b,r,dl,db,dr,hit rate
2417,59.60394657,0.90924125,0.002264371,0.000291569,0.00041352,0.000570461,0.411764706
2418,59.60629949,0.902111287,0.001800414,0.000242822,0.000521382,0.000554971,0.294117647
2419,59.60899866,0.906969739,0.002072261,0.000398197,0.000264066,0.000615522,0.235294118
2420,59.60946439,0.91661182,0.004720956,0.001000129,0.000699401,0.001368953,0.323529412
2421,59.62323197,-0.22261767,0.004646406,0.000432514,0.000305165,0.002054733,0.175
2422,59.62827233,-0.830373629,0.003230835,0.000638477,0.000489018,0.001117591,0.392857143
2423,59.63179889,-0.184684576,0.002820293,0.00020731,0.000404021,0.000729175,0.446808511
2424,59.64045406,-0.181237197,0.003718616,0.000354655,0.000408869,0.00069692,0.468085106
2425,59.68023907,0.125961516,0.004152299,0.000452421,0.000396093,0.001727856,0.5
2426,59.69286278,0.181814176,0.001478755,0.000135928,0.000161417,0.000236922,0.2
2427,59.69889391,0.390091333,0.003865564,0.000664385,0.000678734,0.001860281,0.48
2428,59.71935378,0.428186358,0.003511584,0.000777386,0.000760053,0.00065885,0.210526316
2429,59.7544413,-0.028409278,0.004353501,0.000479035,0.000533147,0.001295322,0.595238095
2430,59.75890847,-0.447862367,0.005697232,0.000686656,0.000496868,0.00184251,0.825
2431,59.76543689,-0.027262616,0.003260027,0.000290967,0.000350386,0.00071893,0.214285714
2432,59.7726143,0.078228041,0.004341665,0.000458112,0.000479216,0.000827476,0.575757576
2433,59.78664142,0.074895372,0.002899486,0.000403151,0.000290755,0.000764829,0.515151515
2434,59.78923118,0.054130764,0.004662663,0.000668627,0.000288605,0.000929334,0.161290323
2435,59.79225836,0.236632808,0.002811972,0.000464837,0.000576706,0.00134965,0.326086957
2436,59.80350171,0.636102809,0.002423105,0.000323743,0.000451107,0.000717254,0.2
2437,59.82520693,0.015263453,0.004050526,0.000536851,0.000559106,0.001024987,0.380952381
2438,59.82656692,0.667832771,0.003270602,0.001792791,0.001615571,0.001396646,0.466666667
2439,59.83347581,0.673539898,0.004103886,0.000609832,0.000613232,0.001844481,0.3125
2440,59.83384719,0.684588864,0.003361231,0.000530423,0.00046363,0.000895366,0.375
2441,59.88939715,0.76004899,0.005048646,0.000351029,0.000488555,0.000917527,0.870967742
2442,59.89138848,-0.046603586,0.005338233,0.001094124,0.001256969,0.002628872,0.263157895
2443,59.90281784,-0.189507166,0.004700228,0.001070791,0.001240725,0.001337283,0.682926829
2444,59.97198571,0.711055203,0.002108683,0.000358927,0.000554776,0.000570998,0.21875
2445,59.97834608,0.679780833,0.002695057,0.000444477,0.000399684,0.000732224,0.571428571
2446,59.99965758,0.11671285,0.004370532,0.000282247,0.000368868,0.001020464,0.214285714
2447,60.21319757,-0.192798075,0.003947831,0.000468506,0.000517185,0.001138046,0.577777778
2448,60.25902463,-0.519280452,0.003131294,0.000470563,0.000219702,0.000767013,0.230769231
2449,60.27253583,0.525349484,0.004140184,0.000300187,0.000472973,0.001776597,0.552631579
2450,60.27338909,0.979641269,0.002126315,0.000337398,0.000195257,0.000370859,0.129032258
2451,60.27885964,0.982329573,0.002194628,0.000263592,0.000224768,0.000466384,0.35483871
2452,60.28370135,-0.118441029,0.00247276,0.000435796,0.000386545,0.00071666,0.56097561
2453,60.31634881,0.186852594,0.004301004,0.000773345,0.000459783,0.001077319,0.46875
2454,60.32061427,0.220659625,0.001891435,0.000144034,0.000261695,0.000469928,0.28125
2455,60.36844271,-0.027194102,0.003018791,0.00026573,0.00045169,0.001368637,0.636363636
2456,60.37346985,-0.700584922,0.0045256,0.000819841,0.000514633,0.001252393,0.457142857
2457,60.37625095,-0.04765769,0.004379414,0.000571296,0.000750205,0.001625303,0.179487179
2458,60.3839565,0.552848338,0.004217998,0.000395301,0.0003907,0.00190856,0.487179487
2459,60.39135267,-0.672163699,0.004279152,0.00069698,0.000440385,0.001176072,0.6875
2460,60.39866003,-0.524936326,0.00694118,0.001801542,0.001645146,0.005348655,0.661290323
2461,60.39883004,-0.702577767,0.002286147,0.000343214,0.000414003,0.000535351,0.333333333
2462,60.40076965,-0.694393949,0.002275868,0.000297415,0.000344856,0.001326858,0.380952381
2463,60.54061471,0.277796846,0.001862801,0.000520315,0.000283868,0.000612447,0.428571429
2464,60.57302806,-0.185466814,0.004501048,0.001078126,0.000660853,0.001797571,0.454545455
2465,60.59523953,0.363487076,0.002188343,0.000307903,0.000293901,0.000520306,0.363636364
2466,60.6143531,-0.109374826,0.00345737,0.000311381,0.000363633,0.000958283,0.513513514
2467,60.62996237,-0.690727645,0.006602396,0.000776341,0.000992269,0.002320994,0.431818182
2468,60.6356117,0.318925632,0.002404525,0.000278808,0.000310636,0.000868024,0.461538462
2469,60.64471804,0.074122799,0.002181521,0.000655381,0.000417107,0.000856413,0.151515152
2470,60.65747986,0.32352131,0.002417291,0.000225827,0.000332282,0.000712924,0.487179487
2471,60.8333292,0.859717751,0.002937617,0.000372602,0.000712734,0.000616478,0.2
2472,60.86595226,0.77939484,0.003880543,0.000342212,0.000305835,0.00087262,0.457142857
2473,60.87163814,-0.106911244,0.004927521,0.000897288,0.000808098,0.001503631,0.34375
2474,60.88166738,-0.130888748,0.005779215,0.000785261,0.001040566,0.001693903,0.358974359
2475,60.90595412,-0.062975073,0.004917399,0.000306812,0.000424665,0.000803391,0.466666667
2476,60.96479299,-0.201001929,0.003582029,0.000396394,0.000601489,0.00091809,0.4375
2477,61.01481857,-0.212543046,0.001872682,0.000265798,0.000769843,0.000893858,0.15625
2478,61.03575661,-0.857494394,0.005129421,0.000535543,0.00062395,0.001489819,0.763157895
2479,61.07809524,-0.428233308,0.004596625,0.000278201,0.000896989,0.00085699,0.255813953
2480,61.11439858,-0.336990638,0.004577953,0.00063608,0.001605161,0.001816528,0.4
2481,61.15224032,-0.789770573,0.003395569,0.001083787,0.001558145,0.001480819,0.285714286
2482,61.15410343,-0.919378368,0.003951967,0.000454585,0.000558648,0.001306195,0.404255319
2483,61.17444934,-0.306322898,0.003474958,0.000559988,0.000327617,0.001031872,0.37037037
2484,61.19422004,-0.300460835,0.004131745,0.000323094,0.000396879,0.001141675,0.75
2485,61.23354394,-0.365898807,0.003634699,0.000541633,0.000572478,0.00146304,0.517241379
2486,61.28726981,-0.331576658,0.00723349,0.000809473,0.000735168,0.005374315,0.6
2487,61.30433425,-0.331105235,0.002877776,0.000576645,0.000377224,0.000791613,0.590909091
2488,61.41892409,-0.831704043,0.004037932,0.000382956,0.000354774,0.001127825,0.785714286
2489,61.64223481,-0.276590363,0.004126144,0.000402264,0.000480846,0.001359624,0.658536585
2490,61.72033031,0.863083285,0.00544555,0.000619217,0.000486121,0.002276087,0.595238095
2491,61.74712949,0.51343629,0.004664351,0.001538143,0.001130712,0.001798291,0.428571429
2492,61.82897742,-0.280520015,0.001567545,6.65E-05,0.000281256,0.000264144,0.172413793
2493,61.84458898,-0.566268125,0.004918852,0.000402056,0.001102183,0.001728456,0.12195122
2494,62.14098226,-0.143702612,0.006914696,0.00098812,0.000841374,0.002448755,0.622222222
2495,62.1560264,0.975985058,0.004333428,0.00023999,0.00044761,0.001131433,0.375
2496,62.30793814,0.113215615,0.002647457,0.000478901,0.000432367,0.001605185,0.35483871
2497,62.32300685,0.105920799,0.002539761,0.000415817,0.000366578,0.000942511,0.441176471
2498,62.37700515,-0.526010146,0.006863494,0.000914813,0.001009901,0.008508177,0.43902439
2499,62.45773994,0.608514636,0.003773852,0.00096847,0.000694425,0.001079599,0.315789474
2500,62.61305764,0.187800549,0.047405999,0.000624097,0.000560905,0.104699244,0.214285714
2501,62.61561968,-0.290737796,0.004441582,0.000510997,0.000400943,0.001785594,0.333333333
2502,62.68077764,0.605606723,0.003703588,0.000668435,0.000412241,0.000876959,0.690909091
2503,62.70276049,0.547478094,0.002432011,0.000209656,0.000249528,0.001008726,0.44
2504,62.70782793,-0.511800463,0.002212376,0.000386997,0.000201137,0.001032702,0.217391304
2505,62.91074067,-0.372017966,0.003489012,0.000317531,0.000683288,0.001224177,0.28
2506,62.91469707,0.10307266,0.003959117,0.00165945,0.001219309,0.001754388,0.25
2507,62.92505442,0.060958627,0.00423831,0.000489661,0.000824888,0.001055764,0.25
2508,62.95286917,0.096938629,0.005213881,0.001368908,0.000761358,0.002386978,0.466666667
2509,62.99305406,-0.131006578,0.001975562,0.000371358,0.000327206,0.00041047,0.161290323
2510,63.01868383,-0.322402582,0.005614452,0.000648416,0.000570738,0.001543385,0.514285714
2511,63.0384002,0.388091023,0.00353491,0.000168865,0.000328902,0.001339559,0.352941176
2512,63.05432971,-0.344643767,0.004647879,0.000369894,0.000501248,0.001235369,0.62962963
2513,63.06206155,0.573806022,0.00425546,0.000654391,0.000928891,0.001371231,0.540540541
2514,63.0853423,0.256417538,0.004254165,0.000725204,0.000834268,0.001506438,0.347826087
2515,63.11106456,0.342588904,0.005675665,0.001196825,0.00092026,0.002521591,0.348837209
2516,63.12560057,0.444394018,0.002466121,0.000485203,0.00065278,0.000863751,0.321428571
2517,63.12997523,0.264932705,0.00306497,0.000586776,0.000634376,0.000863502,0.230769231
2518,63.14217223,0.422949093,0.002813281,0.000301217,0.000494317,0.000547447,0.289473684
2519,63.17123411,-0.453501754,0.003245232,0.000325799,0.001451015,0.00106162,0.179487179
2520,63.17858047,0.101714613,0.004014951,0.000716344,0.000881547,0.002098647,0.393939394
2521,63.22300193,-0.132331781,0.002577044,0.00046025,0.000244178,0.000864342,0.206896552
2522,63.37085203,0.637728358,0.002943038,0.000782046,0.00082667,0.001230053,0.305555556
2523,63.38014075,0.634350424,0.004454616,0.000494915,0.00107308,0.001110796,0.327272727
2524,63.41740896,-0.202391234,0.004002842,0.000851838,0.000408708,0.001335492,0.571428571
2525,63.51385086,-0.77903714,0.003987128,0.000940349,0.000967907,0.001844779,0.487179487
2526,63.58706768,-0.261102923,0.00470733,0.000664035,0.000494612,0.001353348,0.3
2527,63.74597781,-0.062078877,0.003273944,0.00038587,0.000421143,0.001133183,0.580645161
2528,63.77034348,-0.08737179,0.002698507,0.000292005,0.000279442,0.000876665,0.333333333
2529,63.94784607,-0.185452348,0.00524702,0.000951427,0.00105404,0.002384526,0.285714286
2530,64.03233735,-0.181215722,0.004034937,0.000506914,0.000460168,0.00126421,0.775
2531,64.06300193,1.01822114,0.003080043,0.000509355,0.000710989,0.00122371,0.451612903
2532,64.1182312,0.252134708,0.004182418,0.000741793,0.000962926,0.001479619,0.5
2533,64.84593879,0.352271811,0.00228476,0.00022605,0.000222001,0.000670998,0.40625
2534,65.05734073,0.154477912,0.002303756,0.000186503,0.000511853,0.000538844,0.625
2535,65.07197928,0.196855698,0.00252711,0.001079494,0.000431489,0.001236726,0.129032258
2536,65.0766641,0.077291457,0.002436877,0.000351724,0.000353055,0.000872481,0.611111111
2537,65.08740904,0.094853624,0.003208741,0.000403293,0.000573245,0.000909727,0.611111111
2538,65.09107249,0.513966551,0.003767738,0.000563018,0.00040364,0.001109775,0.259259259
2539,65.1469967,-0.035262019,0.004414917,0.000884884,0.000673154,0.002936884,0.391304348
2540,65.22147148,-0.044723441,0.003006382,0.000384458,0.000343022,0.000872975,0.725
2541,65.2330284,-0.044146535,0.003644945,0.000402173,0.000335658,0.001760479,0.444444444
2542,65.24602987,-0.017474504,0.00433907,0.000441616,0.000518388,0.001301694,0.756097561
2543,65.24783189,0.350692695,0.006330453,0.001083758,0.000850698,0.001949165,0.777777778
2544,65.26133161,0.007056573,0.003615226,0.000455273,0.000905259,0.001378918,0.476190476
2545,65.35895823,0.614777195,0.002213889,0.000315429,0.000329694,0.000598397,0.225806452
2546,65.36149681,0.606852684,0.002391191,0.00025726,0.00041807,0.000696735,0.193548387
2547,75.83374418,0.401318103,0.009523373,0.000824484,0.000746103,0.001629183,0.617647059
2548,75.84240749,0.360180084,0.004126039,0.000757598,0.0006344,0.00161864,0.25
2549,75.86203382,0.074669089,0.002001839,0.000427651,0.000214174,0.000539244,0.125
2550,75.88449653,0.085144766,0.003090862,0.000472336,0.000477206,0.000983432,0.375
2551,75.96968189,-0.14333493,0.008363553,0.000735421,0.000836752,0.001462815,0.571428571
2552,75.9925045,0.472318544,0.004657619,0.000609166,0.000375804,0.000888652,0.228571429
2553,76.00637376,0.369485868,0.00440827,0.000450678,0.000296226,0.000657824,0.37037037
2554,76.04723275,-0.584650456,0.004572277,0.000886571,0.000712782,0.001776267,0.325
2555,76.0495581,-0.581504687,0.007946511,7.27E-05,0.000871472,0.00190067,0.16
2556,76.05246115,-0.579266149,0.00312602,0.000692402,0.000384294,0.000931084,0.2
2557,76.07862304,-0.623947161,0.006091167,0.001180407,0.000960127,0.001684075,0.588235294
2558,76.10209199,-0.20896946,0.004127928,0.001141661,0.00082246,0.001305136,0.333333333
2559,76.13608571,-0.447876234,0.004792982,0.0008152,0.000434553,0.001058785,0.238095238
2560,76.15320269,-0.283296985,0.007202782,0.001526186,0.000697674,0.00338866,0.35483871
2561,76.18064599,0.061830565,0.002342807,0.000425615,0.000477147,0.000735883,0.178571429
2562,76.18807393,0.097486778,0.006152111,0.001626194,0.001762496,0.002433346,0.395833333
2563,76.2193997,0.533373021,0.007463893,0.000724493,0.001001617,0.003951455,0.195121951
2564,76.24022415,-1.341459955,0.004466725,0.000391761,0.000383564,0.000740165,0.346153846
2565,76.32193786,-0.353145958,0.006657583,0.000864495,0.000707607,0.003067331,0.151515152
2566,76.35955401,-0.623159928,0.006004327,0.000960844,0.001018079,0.003027847,0.263157895
2567,76.38400076,-0.620287606,0.010265344,0.000473685,0.000622191,0.003393464,0.157894737
2568,76.38828301,0.381566975,0.002794595,0.000454379,0.000666866,0.001534341,0.28
2569,76.51130708,-1.091703167,0.006183923,0.001038938,0.000586654,0.000831353,0.25
2570,76.54958104,1.963823194,0.006883505,0.000621168,0.001774919,0.00205628,0.376623377
2571,76.55623302,0.73567703,0.006585304,0.001020291,0.001126389,0.002553652,0.619047619
2572,76.56269042,-0.11832524,0.002944513,0.000431072,0.000435912,0.001110566,0.454545455
2573,76.60639739,2.075448111,0.004642749,0.000756435,0.001513668,0.001555981,0.19047619
2574,76.69651982,1.975178309,0.003576975,0.000482795,0.000263011,0.000905516,0.285714286
2575,76.72687393,1.99530389,0.004186025,0.000789875,0.000581005,0.001541709,0.393939394
2576,76.74559265,-0.81839508,0.003894578,0.000623413,0.000986239,0.001250714,0.146341463
2577,76.75061896,1.427302555,0.001941616,0.000182299,0.000292254,0.000479858,0.375
2578,76.75695334,0.79755813,0.003094391,0.000320884,0.000546052,0.000593194,0.37037037
2579,76.75871497,1.429862873,0.002373907,0.000257926,0.000462519,0.000385115,0.5
2580,76.78328663,-0.009146766,0.004970269,0.000519445,0.000727961,0.001310377,0.513513514
2581,76.79052487,-0.270390463,0.005875253,0.000912343,0.001217867,0.003796805,0.146341463
2582,76.79160647,-0.392940219,0.005912469,0.001242517,0.001141786,0.001346326,0.263157895
2583,76.79549383,-0.171135181,0.00536878,0.000996417,0.000877436,0.001224439,0.434782609
2584,76.84204887,0.121948283,0.006859695,0.000824459,0.001617815,0.002794973,0.224489796
2585,76.85450256,1.491511157,0.004638115,0.000804606,0.000780197,0.001728216,0.25
2586,76.86334264,-0.434807984,0.005068681,0.000659615,0.000874256,0.001915906,0.3
2587,76.87570267,1.865723239,0.004234939,0.001010674,0.000727797,0.001443722,0.340909091
2588,76.87806678,1.626548364,0.004882261,0.00037957,0.001137617,0.001433576,0.166666667
2589,76.92441015,2.050113868,0.007521221,0.000639248,0.000761408,0.002332637,0.512195122
2590,76.9294353,2.032943698,0.005505502,0.00098805,0.000528336,0.001378723,0.486486486
2591,76.94191239,1.45093792,0.003208735,0.000363118,0.000637406,0.000586568,0.458333333
2592,76.9455298,1.446990018,0.009602722,0.000571097,0.000750929,0.001029073,0.25
2593,76.94678043,-0.392756413,0.005847819,0.000980781,0.000795637,0.002828591,0.147058824
2594,76.95008149,1.443477582,0.00337943,0.000472086,0.000993376,0.001155058,0.114285714
2595,76.96286482,-0.390955449,0.004742939,0.001265485,0.000857885,0.001547943,0.243243243
2596,76.99445465,1.50381162,0.001455098,0.000205753,0.00011539,0.000258742,0.111111111
2597,76.99712683,1.507012291,0.003234656,0.000724004,0.000674197,0.002353031,0.155555556
2598,76.99821611,1.514593664,0.004809457,0.000539262,0.002660316,0.002963488,0.305084746
2599,77.02590704,-0.265316918,0.005262095,0.000832907,0.000674768,0.002333047,0.42
2600,77.04677,0.677425592,0.004815007,0.000463858,0.000530121,0.001303907,0.451612903
2601,77.05045082,0.740945802,0.002697577,0.000516359,0.000327436,0.001315891,0.151515152
2602,77.06558629,-0.438316667,0.004934195,0.001088638,0.000257623,0.002765813,0.322580645
2603,77.07981613,0.408290482,0.00508159,0.00117074,0.000565781,0.001866763,0.393939394
2604,77.10716771,-1.090104537,0.004094967,0.000590489,0.000479642,0.001610775,0.130434783
2605,77.15678113,2.256870888,0.003194969,0.000252631,0.000387499,0.000861882,0.590909091
2606,77.17761618,2.243609663,0.00244489,0.000459666,0.000346512,0.000612706,0.157894737
2607,77.1797095,1.061254247,0.005186803,0.000216101,0.000547177,0.001814019,0.307692308
2608,77.18004201,-0.470638677,0.005787196,0.001125955,0.001027972,0.0054894,0.1875
2609,77.18346814,-0.480072371,0.003758464,0.000894362,0.00063358,0.00154159,0.135135135
2610,77.18917326,-0.286951541,0.002632368,0.000378775,0.00069937,0.000660826,0.28125
2611,77.20973938,0.823786872,0.004069818,0.000425766,0.0002286,0.001251489,0.4
2612,77.21994137,0.626385037,0.002640148,0.000509211,0.000420651,0.000632128,0.333333333
2613,77.2296226,-0.761938329,0.006841025,0.000761342,0.000513608,0.001385015,0.6
2614,77.23473944,1.169032652,0.006089637,0.000501873,0.000733101,0.00247023,0.622222222
2615,77.26173316,1.519985802,0.005067348,0.001078105,0.000961202,0.001096712,0.3
2616,77.27151499,1.297184051,0.004818956,0.000471809,0.000311478,0.000854303,0.421052632
2617,77.27380371,-0.576675137,0.004152391,0.000576222,0.000816698,0.001450747,0.333333333
2618,77.284726,0.426373536,0.003798144,0.000676994,0.000578814,0.001009633,0.108108108
2619,77.30847329,2.286242965,0.004648496,0.001080494,0.00083507,0.001830555,0.225806452
2620,77.31163834,-0.453320138,0.004242769,0.000568451,0.000509649,0.004000956,0.484848485
2621,77.31546221,1.613597501,0.00348766,0.000330948,0.000204303,0.000821039,0.233333333
2622,77.35843059,-0.566994701,0.0033146,0.000450449,0.000556322,0.001139806,0.192307692
2623,77.37312851,-0.367689565,0.003063783,0.000634895,0.000323937,0.001327897,0.192307692
2624,77.37996772,-0.911581902,0.002748982,0.000398438,0.000329411,0.001082353,0.254901961
2625,77.38828397,0.228232537,0.003686307,0.001332269,0.000588436,0.002555089,0.296296296
2626,77.39518874,1.592300062,0.006286587,0.001286367,0.000549505,0.001707657,0.192307692
2627,77.43988604,1.716912806,0.006047022,0.000901513,0.00050457,0.001842873,0.333333333
2628,77.44026623,-0.005095032,0.007525697,0.000619962,0.000444067,0.002580622,0.684210526
2629,77.45740032,-0.914408045,0.006772222,0.001467358,0.001234843,0.003521736,0.361111111
2630,77.50180401,1.801593393,0.003832512,0.000512879,0.000381298,0.00071032,0.192307692
2631,77.50216245,1.09896964,0.004923808,0.000588426,0.00081891,0.001194569,0.106382979
2632,77.50494104,2.136568379,0.004749186,0.000631341,0.000650072,0.001507215,0.578947368
2633,77.54102814,1.233882103,0.003040445,0.000866221,0.000648484,0.000861292,0.304347826
2634,77.56558844,1.233450678,0.00740708,0.000633392,0.000819325,0.001356262,0.214285714
2635,77.59306048,1.467260678,0.005382041,0.000487813,0.00074348,0.001175975,0.55
2636,77.60617165,0.550483909,0.008292376,0.000494713,0.000270023,0.005663355,0.135135135
2637,77.60806298,0.554993807,0.007527227,0.001081551,0.001723109,0.003354054,0.621621622
2638,77.61017029,-0.438563341,0.004548483,0.000629201,0.000481933,0.000935945,0.375
2639,77.6197422,2.423096459,0.00603136,0.000656729,0.000765581,0.001538741,0.428571429
2640,77.62008505,-0.467285636,0.003985297,0.000764207,0.000422149,0.002532295,0.107142857
2641,77.62602106,1.014932465,0.002880748,0.000325542,0.000231758,0.000734528,0.321428571
2642,77.62795631,-0.409303585,0.003076039,0.000419015,0.000272747,0.000812745,0.3125
2643,77.65817036,-0.981501986,0.003089134,0.000548745,0.00040206,0.000745851,0.419354839
2644,77.69134234,-0.68744625,0.004866726,0.000646325,0.00021687,0.001426264,0.4
2645,77.71149319,2.190719576,0.005172265,0.000491894,0.000558539,0.000720646,0.35
2646,77.72564174,1.242436467,0.004914022,0.000797692,0.000662412,0.001181179,0.657894737
2647,77.7821929,1.074772877,0.005156704,0.00071268,0.000838305,0.001167819,0.204545455
2648,77.80407943,0.85113851,0.004383119,0.000631634,0.00042632,0.001045132,0.723404255
2649,77.81704828,0.362757337,0.003421144,0.000820111,0.00053507,0.000678963,0.24137931
2650,77.81775123,1.015093653,0.004996463,0.00085287,0.001204023,0.00139733,0.139534884
2651,77.81920085,-1.303300136,0.003306499,0.00036404,0.00035155,0.000944791,0.291666667
2652,77.83910413,0.860342942,0.004462169,0.000498439,0.00032221,0.000939571,0.106382979
2653,77.84207404,2.747110746,0.008176698,0.000619124,0.00069756,0.00166069,0.206896552
2654,77.86353156,1.82776307,0.004001096,0.000491533,0.000409986,0.000289541,0.25
2655,77.89764267,1.718744348,0.003500633,0.000546929,0.000338436,0.000739387,0.4
2656,77.9113762,1.389429102,0.004676722,0.000567316,0.001386688,0.00171954,0.564102564
2657,77.92007822,1.650484581,0.004466231,0.000657742,0.000602341,0.002078228,0.322580645
2658,77.92124722,1.687370456,0.004877281,0.00085297,0.000735379,0.001083006,0.296296296
2659,77.92943242,1.679678052,0.006807583,0.001010744,0.000833033,0.00119476,0.606060606
2660,77.93540852,0.944681022,0.005234053,0.001070128,0.000698142,0.001497949,0.161290323
2661,77.95485554,0.006031992,0.004133436,0.000641247,0.000342971,0.00122737,0.466666667
2662,77.95768975,2.133042323,0.006203801,0.00131317,0.000910458,0.002413157,0.346153846
2663,77.9627713,-0.008488989,0.004579034,0.000694392,0.00170439,0.002212021,0.333333333
2664,77.9657169,0.411605747,0.003477994,0.00037562,0.000541009,0.000918101,0.64516129
2665,78.00273609,-1.244658106,0.00730251,0.001252374,0.000990558,0.002623991,0.5
2666,78.01791023,0.263311077,0.003428311,0.000615571,0.000269173,0.000513168,0.277777778
2667,78.03112925,0.82850692,0.004724446,0.00072806,0.000978363,0.001831331,0.36
2668,78.04643267,1.488397863,0.007351652,0.000638571,0.000747731,0.001702362,0.717948718
2669,78.0679126,-0.443552237,0.005814175,0.001169082,0.000553915,0.001541044,0.277777778
2670,78.08403529,1.991810138,0.003796002,0.000895438,0.000466593,0.001068921,0.375
2671,78.08485072,2.640830041,0.00414561,0.000593603,0.000362575,0.000339878,0.384615385
2672,78.12190802,1.025792495,0.003278098,0.000532287,0.00088714,0.000840184,0.235294118
2673,78.12777155,1.020671429,0.005514967,0.001405098,0.00135471,0.002461,0.585365854
2674,78.13187095,1.022786967,0.002732263,0.000353678,0.000428668,0.000604023,0.268292683
2675,78.14604354,1.822490002,0.006058877,0.000473584,0.000869247,0.001150536,0.448275862
2676,78.14691622,1.10412098,0.004766919,0.000705062,0.000725367,0.001353883,0.290322581
2677,78.1530428,0.69297761,0.002816039,0.000390622,0.000223711,0.000626221,0.28
2678,78.15716115,1.093267495,0.00365381,0.000779,0.001246525,0.000944451,0.212121212
2679,78.16201157,-0.552856633,0.006861565,0.000541029,0.000779424,0.001717677,0.384615385
2680,78.19264406,0.217858917,0.004124993,0.00109558,0.000812684,0.001451189,0.391304348
2681,78.19471218,0.549746555,0.008383231,0.000871868,0.000759237,0.001725909,0.333333333
2682,78.19602668,0.226828518,0.002800078,0.00044437,0.000404634,0.001199844,0.2
2683,78.20929186,0.889756224,0.002192402,0.000571009,0.000429065,0.00034404,0.179487179
2684,78.21807922,1.206326246,0.003970314,0.000691226,0.000463106,0.001121927,0.333333333
2685,78.22376575,0.739024951,0.006284736,0.000800074,0.000880894,0.001053894,0.36
2686,78.23257921,1.548050709,0.003606277,0.000395581,0.000711163,0.001060833,0.227272727
2687,78.23418398,0.088947995,0.004059256,0.000652728,0.001249357,0.001374904,0.413793103
2688,78.23629409,0.242395236,0.006998415,0.000697502,0.00064571,0.002901393,0.238095238
2689,78.25459613,0.248937678,0.004931546,0.000654299,0.000669015,0.001418532,0.285714286
2690,78.26210351,2.413942833,0.004859808,0.000886093,0.00125654,0.001325276,0.42
2691,78.27447131,0.07998876,0.00435613,0.000818546,0.000483585,0.001288894,0.290322581
2692,78.27729208,0.043200098,0.00357627,0.000573737,0.001029804,0.001125519,0.310344828
2693,78.28278201,-1.368717264,0.010533242,0.001046388,0.000777729,0.002509231,0.11627907
2694,78.286772,0.352868634,0.004993277,0.000685761,0.000568401,0.001806196,0.214285714
2695,78.29468677,0.373944665,0.00625147,0.000255384,0.000521584,0.004346785,0.25
2696,78.29923089,0.452003496,0.005197009,0.001072502,0.000496775,0.001430054,0.4
2697,78.32311998,-1.710583321,0.006758083,0.000720133,0.000594423,0.001845531,0.375
2698,78.32560877,2.573588775,0.004265806,0.000660148,0.000639349,0.001978765,0.34375
2699,78.3295426,2.803045148,0.005065316,0.000248984,0.001446423,0.00274691,0.2
2700,78.33464597,1.291997661,0.006810818,0.000999663,0.000915093,0.002413206,0.333333333
2701,78.37103716,2.177495349,0.003960649,0.000433085,0.000461998,0.000808483,0.371428571
2702,78.39826084,2.532506935,0.005477324,0.000473079,0.000818877,0.001815729,0.555555556
2703,78.40305563,-0.21519349,0.003313489,0.000642203,0.000599194,0.000602755,0.15625
2704,78.41280406,2.480576265,0.005027835,0.000787456,0.000738221,0.001711602,0.25
2705,78.41364859,0.850415394,0.006825852,0.000862941,0.000819871,0.001578382,0.227272727
2706,78.4333243,1.854213294,0.00736655,0.000983014,0.000751442,0.002275739,0.19047619
2707,78.4362354,2.656291817,0.006885118,0.000467438,0.000180342,0.001112473,0.166666667
2708,78.46109825,1.498996106,0.005459264,0.000379238,0.001101568,0.002213397,0.47826087
2709,78.46935149,-0.181723989,0.008271647,0.000699561,0.001066568,0.002470019,0.466666667
2710,78.48985647,0.840229768,0.003405474,0.000686044,0.0002215,0.001544597,0.541666667
2711,78.49573771,2.944701497,0.004289477,0.00112676,0.000797448,0.001081427,0.424242424
2712,78.49581124,0.617978722,0.005074499,0.000493789,0.001167892,0.00239707,0.25
2713,78.50791945,2.151686417,0.005130197,0.000431381,0.00066411,0.001162267,0.268292683
2714,78.52735052,1.377416403,0.006568262,0.001095004,0.000265983,0.001406936,0.161290323
2715,78.54444431,0.199205263,0.004438783,0.000565386,0.000595693,0.001233419,0.138888889
2716,78.54639652,1.658123021,0.005623414,0.000909868,0.000529693,0.001426239,0.357142857
2717,78.5596822,0.864602666,0.003963096,0.000808175,0.000518888,0.001188173,0.291666667
2718,78.57569333,0.594366496,0.006215308,0.001087297,0.000559703,0.003603005,0.111111111
2719,78.57990825,2.409533659,0.006859465,0.001311418,0.00035239,0.002125587,0.142857143
2720,78.59930811,2.628963289,0.006341616,0.000658398,0.00152247,0.002710723,0.28125
2721,78.60062988,3.067386652,0.003000899,0.000503567,0.000560215,0.000999127,0.352941176
2722,78.63009135,2.970446081,0.00456085,0.000601941,0.001246207,0.001603122,0.473684211
2723,78.63086563,-1.041385527,0.004010901,0.001185804,0.000800756,0.001861985,0.238095238
2724,78.64599845,2.952515574,0.004029875,0.000728916,0.000395397,0.002419712,0.368421053
2725,78.65180173,2.951005228,0.003585206,0.000653897,0.000284321,0.000507553,0.315789474
2726,78.67161167,0.278634349,0.007419597,0.000348092,0.000690141,0.003445668,0.193548387
2727,78.68173311,-1.402384375,0.009901135,0.001252828,0.000415754,0.002978602,0.129032258
