YB,l,b,r,dl,db,dr,hit rate
1197,30.71001899,-0.559165083,0.003846642,0.000465194,0.000387814,0.001102191,0.161290323
1198,30.74592577,-0.801156948,0.002157465,0.000267349,0.000238589,0.000455654,0.457142857
1199,30.75642948,0.202127263,0.002062307,0.000258797,0.000360551,0.000615787,0.175
1200,30.75961919,-0.056233735,0.00274199,0.000365304,0.000139971,0.0004068,0.5
1201,30.7597833,0.205218458,0.005163337,0.000832528,0.000670092,0.00244245,0.85
1202,30.76429261,-0.034349221,0.005773865,0.001103647,0.001056068,0.001581279,0.257142857
1203,30.76782475,-0.590787689,0.004497522,0.000743813,0.000372124,0.001006627,0.35
1204,30.77992592,0.229478155,0.002702955,0.000525697,0.000393254,0.001950915,0.476190476
1205,30.8389551,0.113303479,0.003500214,0.000648302,0.0005848,0.000693737,0.12195122
1206,30.84737568,0.153623379,0.001680995,6.65E-05,0.000171491,0.000586725,0.25
1207,30.85635314,-0.510215538,0.002084413,0.000205881,0.000537584,0.001033744,0.146341463
1208,30.86651443,0.113880105,0.004242179,0.000779156,0.000960756,0.001574638,0.266666667
1209,30.87565129,-0.347544952,0.003223664,0.000356607,0.000265214,0.000844062,0.4375
1210,30.87703524,0.05841855,0.003367609,0.00044074,0.000373873,0.001481701,0.162162162
1211,30.88205512,-0.235365791,0.004980847,0.000715814,0.000543284,0.001615589,0.605263158
1212,30.88206077,0.073828416,0.003424668,0.000460283,0.00040292,0.00121886,0.371428571
1213,30.90718884,0.1595651,0.003917678,0.000869402,0.000595863,0.001678006,0.23255814
1214,30.92285194,0.273848557,0.004244717,0.001780833,0.000721744,0.001494901,0.272727273
1215,30.95810022,0.086612293,0.003433707,0.000201552,0.000272119,0.000972242,0.235294118
1216,30.95892631,0.600970713,0.002429367,0.001087293,0.000662459,0.000271766,0.2
1217,30.97248474,0.561558276,0.0024427,0.000190987,0.001108981,0.000826362,0.12195122
1218,30.99697592,-0.075862584,0.00414128,0.000676362,0.000670076,0.001752904,0.222222222
1219,31.03331145,0.466844554,0.002616081,0.00049918,0.000352761,0.001064395,0.421052632
1220,31.04781433,0.355024927,0.004135136,0.00048577,0.000488302,0.001237621,0.6
1221,31.04929695,0.4700916,0.002803789,0.000289324,0.000347006,0.001212398,0.236842105
1222,31.05952971,0.092260837,0.002903535,0.000409999,0.000443826,0.000782274,0.314285714
1223,31.07007295,0.049951189,0.004432937,0.001186387,0.000800287,0.001684288,0.583333333
1224,31.12179761,0.062772624,0.002585556,0.00022945,0.000372982,0.000889059,0.15625
1225,31.15869874,0.045727067,0.002992777,0.000469013,0.00087655,0.001163794,0.162162162
1226,31.20797675,0.099298951,0.002902599,0.000450461,0.000415655,0.000876542,0.5
1227,31.24203077,-0.129452765,0.002846958,0.000522945,0.000452757,0.001316299,0.6
1228,31.24237579,-0.11016159,0.005086141,0.000745417,0.000659336,0.003114531,0.533333333
1229,31.26026463,0.489371958,0.00206955,0.000271998,0.001030939,0.00091188,0.133333333
1230,31.26682376,0.495799529,0.00191535,0.000890112,0.000615767,0.000713882,0.133333333
1231,31.26955289,0.064279303,0.00254195,0.000776376,0.000254348,0.00096536,0.195121951
1232,31.27786475,0.064277411,0.002873977,0.000468035,0.000895788,0.001025649,0.463414634
1233,31.29964957,-0.131462114,0.001811736,0.000371992,0.000262595,0.000596445,0.3
1234,31.3027423,-0.134010068,0.002899156,0.001144319,0.00096623,0.001811438,0.305555556
1235,31.30648205,-0.136195122,0.001544412,0.000195145,0.000245787,0.000598206,0.3
1236,31.31093153,0.531892904,0.003290535,0.000401236,0.000359683,0.001084441,0.543478261
1237,31.33080333,-0.158888004,0.001882838,0.000208809,0.00023249,0.000537136,0.35
1238,31.39427863,-0.258389021,0.004958394,0.000656399,0.000615986,0.001428946,0.545454545
1239,31.40910293,0.308457799,0.001706515,0.000268856,0.000340181,0.000618428,0.181818182
1240,31.40911678,0.305022752,0.001666519,0.00055214,0.000692496,0.000645181,0.109090909
1241,31.4128379,0.047567004,0.002488293,0.000227208,0.000348668,0.001009243,0.543478261
1242,31.41372642,0.310076118,0.003936063,0.00067725,0.000770167,0.001079123,0.672727273
1243,31.42025795,-0.157968975,0.002509806,0.000548107,0.000504505,0.00090088,0.32
1244,31.42702291,-0.139810322,0.004344876,0.000505832,0.000556641,0.001059923,0.766666667
1245,31.4309394,0.288041834,0.005134072,0.00036631,0.000449142,0.002053922,0.4
1246,31.44630805,0.768070696,0.003873646,0.000667629,0.000519228,0.002569338,0.228571429
1247,31.47518294,-0.347116888,0.003718925,0.001100663,0.000796961,0.002824628,0.25
1248,31.5082403,-0.245358592,0.002002981,0.000269217,0.00033167,0.000372428,0.178571429
1249,31.55336099,-0.096795547,0.001690041,0.000197888,0.000122055,0.000271052,0.1875
1250,31.55909602,-0.123263656,0.002136443,0.000397091,0.000334845,0.000742009,0.325581395
1251,31.56075128,0.376050928,0.002959596,0.00028617,0.000406963,0.001443754,0.333333333
1252,31.56666906,-0.270574412,0.004722562,0.000933831,0.000552841,0.001053151,0.666666667
1253,31.5745008,0.228474714,0.001998364,0.000425097,0.000308302,0.000850698,0.25
1254,31.57921796,0.075147204,0.003197918,0.000691362,0.001011009,0.001249296,0.289473684
1255,31.59186438,-0.192752252,0.003114553,0.000940837,0.00064357,0.000793099,0.166666667
1256,31.59262189,0.324217354,0.001391203,0.000159003,0.000361643,0.000348199,0.185185185
1257,31.59679626,-0.340714146,0.00299089,0.000873044,0.000762599,0.00127575,0.173913043
1258,31.59805641,-0.679970419,0.002478087,0.000365064,0.000231229,0.001347756,0.24137931
1259,31.61109698,0.090249162,0.003474058,0.000734203,0.00060291,0.002411327,0.25
1260,31.642863,-0.267028444,0.002104863,0.000852098,0.001652705,0.001123806,0.2
1261,31.66121624,0.366998186,0.0042708,0.000568519,0.000568375,0.001979177,0.243243243
1262,31.6746624,0.239424471,0.004885313,0.000648939,0.000884102,0.003272589,0.333333333
1263,31.68212741,-0.151829645,0.001917726,0.000497153,0.000171186,0.000973461,0.235294118
1264,31.72940938,0.700476915,0.004560363,0.000749789,0.001372772,0.001884181,0.4
1265,31.73778142,-0.182379511,0.002297137,0.000280313,0.000362996,0.000844159,0.516129032
1266,31.75678162,-0.782314243,0.00198494,0.000151688,0.00022244,0.00041855,0.275862069
1267,31.79008806,-0.305959526,0.003378629,0.000342321,0.000321991,0.000753376,0.469387755
1268,31.82063592,-0.113153494,0.0022735,0.000642439,0.000567128,0.001460539,0.272727273
1269,31.82427522,-0.113379275,0.003027237,0.000778325,0.000404634,0.001398186,0.216216216
1270,31.8358804,-0.140841828,0.001776169,0.000310027,0.000148636,0.000624569,0.135135135
1271,31.83774072,-0.128719687,0.002590307,0.000472934,0.000399611,0.000657698,0.648648649
1272,31.8420179,-0.116447078,0.002059556,0.000302127,0.000378305,0.0006208,0.358490566
1273,31.91336826,0.195635525,0.00434474,0.0005711,0.00055959,0.001042726,0.484848485
1274,31.91596517,0.440003878,0.002672264,0.000875963,0.000659682,0.000818249,0.32
1275,31.94677428,0.065421096,0.002146371,0.00014009,0.000248268,0.000960543,0.282051282
1276,31.98534351,-0.557388898,0.003577092,8.61E-05,9.45E-05,0.00035771,0.107142857
1277,32.021994,0.066533466,0.002784923,0.000301754,0.00033713,0.000930069,0.658536585
1278,32.03020732,0.049879578,0.004285314,0.000528567,0.00056766,0.001177935,0.731707317
1279,32.06321702,0.80790111,0.002337211,0.000339937,0.000144392,0.000918759,0.148148148
1280,32.06817744,-0.089799599,0.002753575,0.000412748,0.000454558,0.001102942,0.540540541
1281,32.10483484,-0.372784276,0.003855999,0.000391415,0.000802696,0.00226056,0.104166667
1282,32.11265808,0.096554103,0.002391849,0.00041923,0.000384314,0.000724139,0.487179487
1283,32.11988437,0.090934665,0.003249004,0.003409532,0.00210479,0.002233246,0.517857143
1284,32.13136356,-0.091576667,0.00301693,0.000434434,0.000520832,0.001029934,0.8
1285,32.13397091,0.90223789,0.002445001,0.000304364,0.000227697,0.001042821,0.222222222
1286,32.1520191,0.131369542,0.005376244,0.001082477,0.000409057,0.002113682,0.612244898
1287,32.15373068,-0.278929738,0.003235322,0.000416966,0.000658423,0.001403504,0.644444444
1288,32.27117125,-0.226111453,0.005170976,0.000617925,0.000994053,0.001974453,0.506849315
1289,32.30573485,0.374077641,0.00231564,0.000326439,0.000159272,0.000879337,0.25
1290,32.31820651,-0.384156195,0.004921569,0.000923228,0.000560241,0.002356588,0.425
1291,32.32323692,0.780839606,0.00268055,0.000356236,0.000518877,0.001197932,0.363636364
1292,32.32746641,0.2558036,0.001739206,0.000178688,0.000173429,0.000584596,0.390243902
1293,32.40008716,-0.328267141,0.002382407,0.000275855,0.000472715,0.000620558,0.275
1294,32.40419271,0.162290035,0.002253981,0.000441341,0.000359211,0.001076691,0.210526316
1295,32.42236569,0.078306821,0.004279085,0.000965868,0.00089521,0.001312631,0.46
1296,32.4368631,0.416077649,0.00514662,0.001650608,0.00067206,0.00196073,0.194444444
1297,32.45818191,0.226066752,0.003754785,0.000420153,0.000306566,0.001922717,0.390243902
1298,32.45822771,0.385581835,0.004142387,0.000503133,0.000469317,0.001625439,0.84
1299,32.46353232,0.194109719,0.002693496,0.000370625,0.000313026,0.001692682,0.340909091
1300,32.46622382,0.200427319,0.002091182,0.000233515,0.000510125,0.000600027,0.454545455
1301,32.473514,0.205644478,0.003119497,0.000708285,0.001183583,0.001181747,0.409090909
1302,32.50756352,0.842581872,0.004413881,0.000694811,0.000874341,0.001529857,0.416666667
1303,32.57647732,-0.623062777,0.003225014,0.000319954,0.000288217,0.001138309,0.555555556
1304,32.57798664,0.41915333,0.001896861,0.000289212,0.001042582,0.000781515,0.333333333
1305,32.60104944,-0.251384074,0.004031595,0.000427195,0.000422923,0.00145312,0.794871795
1306,32.61053412,-0.240903175,0.003790425,0.000557167,0.000610455,0.001578031,0.769230769
1307,32.62680708,-0.101973384,0.003227636,0.000489637,0.000432119,0.001918329,0.540540541
1308,32.63243029,-0.130948811,0.002126812,0.000242287,0.00032346,0.000652664,0.522727273
1309,32.632485,-0.66207049,0.00140027,0.000148965,0.00043227,0.000367946,0.166666667
1310,32.64853003,-0.648559669,0.001628143,0.000177586,0.000279654,0.000501398,0.259259259
1311,32.69297207,0.046956598,0.002022009,0.000225393,0.000386693,0.000718668,0.463414634
1312,32.70323151,-0.056339293,0.001460706,0.000242907,0.000339345,0.000241388,0.128205128
1313,32.70956274,-0.062482775,0.004545309,0.000816406,0.001039391,0.002175814,0.743589744
1314,32.72309561,-0.295612198,0.001574951,0.000136001,0.000107695,0.000211709,0.454545455
1315,32.73955676,0.194441084,0.002362278,0.000152749,0.000416396,0.000774417,0.175
1316,32.74573559,-0.073397213,0.001961953,0.000661092,0.000458593,0.000611075,0.173913043
1317,32.74835255,-0.063748921,0.002326898,0.001073383,2.35E-05,0.001678693,0.085714286
1318,32.76926217,-0.182820422,0.002008363,0.000627678,0.000300534,0.000585989,0.157894737
1319,32.772946,-0.05924745,0.001742547,0.000231917,0.000149408,0.000787981,0.130434783
1320,32.77479152,0.184199381,0.002504762,0.000250656,0.000638895,0.001082349,0.314285714
1321,32.79228785,0.193346309,0.002080876,0.000455602,0.000378352,0.000577911,0.25
1322,32.79413543,0.206211173,0.0030404,0.000460233,0.000746372,0.00092384,0.25
1323,32.79643753,0.188904707,0.004986724,0.002817244,0.001281855,0.002702511,0.525423729
1324,32.79714584,0.183967142,0.004699079,0.001120775,0.000940412,0.004505619,0.15625
1325,32.83251944,-0.215919103,0.003598882,0.000485274,0.001325909,0.001270673,0.813953488
1326,32.85985257,-0.410472741,0.003145623,0.000257127,0.000369621,0.00051921,0.428571429
1327,32.87155415,0.696856403,0.00348164,0.000543672,0.000485918,0.001586081,0.516129032
1328,32.88770103,-0.278227092,0.002891187,0.000251144,0.000297186,0.001108425,0.476190476
1329,32.92758727,0.605645977,0.004988442,0.000370616,0.000529226,0.001245904,0.657894737
1330,32.94489455,-0.376904022,0.003002947,0.000619538,0.000619421,0.001666175,0.166666667
1331,32.95934962,0.126671011,0.003189231,0.000600744,0.0005534,0.001654253,0.631578947
1332,32.96237049,-0.33954263,0.003660768,0.00146337,0.000932918,0.001610546,0.3375
1333,32.99047789,0.039122175,0.004811131,0.000790816,0.00091885,0.001539926,0.547619048
1334,33.01988241,-0.358036796,0.001973745,0.000369784,0.000289779,0.00075831,0.172413793
1335,33.02330848,-0.365203278,0.003657848,0.001203715,0.001008636,0.001432679,0.222222222
1336,33.04832427,0.076767789,0.003066583,0.000402578,0.000561228,0.000969769,0.533333333
1337,33.06876725,-0.197558968,0.002655055,0.000248823,0.000346685,0.001401938,0.25
1338,33.1103629,-0.094027653,0.002064077,0.000291011,0.000683113,0.000793234,0.368421053
1339,33.13301905,-0.09274251,0.003022816,0.000267518,0.000313705,0.000843946,0.368421053
1340,33.14259378,-0.086817251,0.003942043,0.000543113,0.000371401,0.000967464,0.526315789
1341,33.20258294,-0.009753983,0.002452932,0.000466837,0.000567557,0.000618529,0.371428571
1342,33.20780924,-0.013422492,0.002845591,0.000585461,0.000547101,0.002306119,0.514285714
1343,33.26324457,0.065896239,0.00470738,0.000609393,0.001114991,0.002459992,0.805555556
1344,33.28946204,-0.01904508,0.003685121,0.000727823,0.000377055,0.001248651,0.631578947
1345,33.29842175,-0.338348731,0.00187712,0.000229712,0.000297729,0.000536572,0.333333333
1346,33.30247493,0.094272322,0.00332436,0.000898261,0.00038328,0.002512872,0.3125
1347,33.31360806,-0.271657146,0.00294415,0.000431948,0.000311155,0.000995265,0.612244898
1348,33.3305919,0.163672044,0.001702707,0.00024163,0.000213862,0.000509845,0.484848485
1349,33.33686398,0.165470433,0.002955239,0.000283211,0.000240728,0.000782586,0.636363636
1350,33.39185279,-0.012650425,0.002512257,0.000240224,0.000420723,0.000404211,0.25
1351,33.40433828,0.373447629,0.003196261,0.000450042,0.000348049,0.001466323,0.565217391
1352,33.417426,0.036831807,0.004062023,0.000710406,0.000495776,0.002002085,0.290322581
1353,33.41770227,-0.003988034,0.003893843,0.0005349,0.000892365,0.001523956,0.65625
1354,33.42551162,-0.012803771,0.002490478,0.000312553,0.000362951,0.000846305,0.48
1355,33.47019198,-0.086558903,0.002779463,0.000346821,0.000480102,0.000932805,0.607142857
1356,33.47897659,-0.116917155,0.002718491,0.000666901,0.000404174,0.001237539,0.259259259
1357,33.48254203,-0.209991282,0.002000594,0.000262203,0.00035337,0.000388138,0.2
1358,33.48872632,0.152181224,0.004258809,0.000636095,0.000698984,0.003815583,0.636363636
1359,33.49185752,0.158740845,0.004264346,0.000278677,0.000545161,0.004983397,0.295454545
1360,33.49647418,-0.013199475,0.002279287,0.000188938,0.000427684,0.000566497,0.291666667
1361,33.51814962,-0.056726208,0.003005541,0.000272787,0.000430597,0.002381898,0.1
1362,33.51890443,0.149935141,0.001713153,0.000163158,7.78E-05,0.000379306,0.113636364
1363,33.53008704,-0.118568978,0.002675175,0.000569332,0.000636547,0.001188665,0.407407407
1364,33.53422353,-0.109334218,0.004642428,0.000581506,0.000716594,0.001365164,0.789473684
1365,33.55462905,-0.162906918,0.001880611,0.000287155,0.000207404,0.000402604,0.285714286
1366,33.5900361,0.22577603,0.002073032,0.00033844,0.000214885,0.000493551,0.266666667
1367,33.61149477,0.083306432,0.001841574,0.00035662,0.000159269,0.000400963,0.409090909
1368,33.62918117,-0.017654574,0.003414998,0.0007101,0.000473826,0.001475747,0.743589744
1369,33.6336327,-0.020999843,0.001631857,8.10E-05,0.000203097,0.000228782,0.153846154
1370,33.63799244,-0.035673578,0.001341283,0.000253285,8.90E-05,0.000231945,0.227272727
1371,33.64260408,-0.227646176,0.006842121,0.000539558,0.000417326,0.002328233,0.461538462
1372,33.64570723,-0.312531889,0.002804157,0.000303996,0.000546075,0.001340406,0.382352941
1373,33.64983037,-0.025827063,0.002905127,0.000408621,0.00027946,0.001483467,0.358974359
1374,33.65373451,-0.017637616,0.003030624,0.000461533,0.000471338,0.001059339,0.358974359
1375,33.6537698,-0.165333183,0.002319443,0.000225369,0.000507304,0.000789482,0.533333333
1376,33.65397537,0.157118465,0.001795401,0.000389283,0.000243136,0.000587049,0.19047619
1377,33.68048522,-0.01734179,0.001986697,0.000532641,0.000347419,0.000544517,0.256410256
1378,33.70563431,0.283593982,0.001786684,0.000305804,0.000210949,0.000303512,0.310344828
1379,33.71124683,0.134007651,0.001812817,0.000437551,0.00089485,0.000756243,0.171428571
1380,33.72593862,-0.425135407,0.002025231,0.0001818,0.000274851,0.000856398,0.265306122
1381,33.72662625,-0.118624428,0.001858357,0.000169735,0.000478163,0.000639699,0.355555556
1382,33.739533,0.347657551,0.004609931,0.000581406,0.000773497,0.001571307,0.511627907
1383,33.74563374,0.610719361,0.002356372,0.00038141,0.000396175,0.000605285,0.470588235
1384,33.75216482,-0.064110407,0.004461617,0.000544684,0.000694576,0.002230818,0.282051282
1385,33.75531386,0.296896664,0.002056414,0.000314077,0.000509402,0.000526267,0.119047619
1386,33.76501356,0.036009606,0.002439121,0.000227553,0.000254596,0.000376624,0.65625
1387,33.76747254,0.030909251,0.003856898,0.000673871,0.000514729,0.001821302,0.95
1388,33.77119126,-0.404690315,0.004245949,0.0008669,0.000763092,0.001507049,0.816666667
1389,33.80850508,-0.153119763,0.004298029,0.001029416,0.001606689,0.001694877,0.369565217
1390,33.81036074,-0.186687846,0.005438537,0.000924575,0.001438872,0.001791608,0.25
1391,33.83285959,-0.122724075,0.002327079,0.000358763,0.000361317,0.000595968,0.47826087
1392,33.87091963,0.057461901,0.002216007,0.000243031,0.000244408,0.000716536,0.324324324
1393,33.88347451,0.058296916,0.004519133,0.000755133,0.000837098,0.002743749,0.540540541
1394,33.9149335,0.107618537,0.005990386,0.00065098,0.001617237,0.003117015,0.44
1395,33.97843389,-0.203140766,0.002265012,0.000189578,0.000365012,0.001045327,0.333333333
1396,33.98954445,-0.009981457,0.004299997,0.000648845,0.000977844,0.00258624,0.693877551
1397,33.99078653,-0.004199974,0.003317756,0.000554163,0.000389035,0.000832658,0.428571429
1398,34.02159512,0.233899188,0.004539425,0.000558924,0.000369543,0.001099566,0.66
1399,34.03516682,0.164174439,0.001747502,0.000210327,0.000260689,0.000777779,0.15625
1400,34.04346843,0.053551092,0.003620183,0.000758462,0.000641702,0.001481858,0.432432432
1401,34.04990531,-0.297963765,0.004118252,0.000389498,0.000343812,0.001495787,0.325581395
1402,34.0515109,-0.145422177,0.002399217,0.000538282,0.000470788,0.001167749,0.428571429
1403,34.06687895,-0.596959255,0.002960984,0.000421858,0.000256164,0.0011463,0.387096774
1404,34.08882773,0.435794018,0.003923826,0.001178662,0.00073378,0.001669654,0.472222222
1405,34.09646691,0.01806835,0.003614817,0.000332309,0.000607815,0.002813497,0.222222222
1406,34.10269143,-0.026985486,0.004315032,0.00040131,0.000541478,0.001765248,0.818181818
1407,34.13245295,0.471285267,0.004876713,0.000534946,0.000537903,0.002367615,0.69047619
1408,34.15418534,0.031774536,0.002083597,0.000382867,0.000412604,0.000673089,0.266666667
1409,34.19665233,-0.591653252,0.004580194,0.000609831,0.000684242,0.001413958,0.583333333
1410,34.20252241,0.105132813,0.003784325,0.000547573,0.000530983,0.000811302,0.444444444
1411,34.26863896,-0.207595506,0.002988294,0.000361916,0.000643034,0.001275617,0.228571429
1412,34.29854657,0.18185125,0.003365498,0.000395164,0.000733498,0.001277241,0.35
1413,34.31089058,-0.094628279,0.00150421,0.000129826,0.000213832,0.000352475,0.2
1414,34.3160817,0.009908025,0.003504793,0.000529523,0.000423889,0.001127945,0.648648649
1415,34.40295853,0.228011575,0.004620127,0.000504384,0.000749309,0.001698551,0.470588235
1416,34.41362099,-0.21545825,0.002413272,0.000602026,0.000320966,0.000711485,0.294117647
1417,34.4380631,0.060828055,0.003109355,0.001049137,0.000447877,0.000976584,0.157894737
1418,34.44341307,0.047270359,0.001815215,0.000272607,0.000315765,0.000321433,0.368421053
1419,34.45718667,0.008990535,0.001924743,0.00043054,0.000185634,0.000635283,0.294117647
1420,34.48817449,-0.177558836,0.003157099,0.000350184,0.000568862,0.000983006,0.258064516
1421,34.52508849,0.307439529,0.001779018,0.000132229,0.000100788,0.000506829,0.135135135
1422,34.56185338,-0.450263672,0.002462094,0.000234497,0.000659762,0.001439921,0.411764706
1423,34.59172723,0.243326725,0.003730909,0.000505305,0.000521921,0.001081584,0.542857143
1424,34.60177292,-0.412436185,0.005720808,0.000812518,0.000692479,0.001377198,0.236842105
1425,34.62402233,-0.130272339,0.003408954,0.000289489,0.000701925,0.000993108,0.363636364
1426,34.6278837,-0.025555191,0.00459507,0.001203371,0.00049677,0.00249219,0.622222222
1427,34.63278158,-0.023918423,0.002391788,0.00058585,0.000175984,0.001200987,0.222222222
1428,34.67758798,-0.109720809,0.002827823,0.000372121,0.000315358,0.00074913,0.346153846
1429,34.68082932,-0.501849613,0.005259398,0.001631545,0.000781355,0.002637666,0.745098039
1430,34.68497981,0.067445904,0.004202799,0.00082703,0.000731856,0.002194469,0.567567568
1431,34.69607929,-0.652951909,0.010631679,0.000748508,0.001089106,0.003728766,0.25
1432,34.69760777,-0.658028916,0.004726224,0.00108143,0.001146798,0.002271096,0.194444444
1433,34.75680025,0.024876815,0.004455485,0.0003904,0.000879203,0.001507653,0.476190476
1434,34.80175322,-0.255915937,0.005085676,0.000811581,0.000660157,0.002022409,0.840909091
1435,34.80512896,-0.921506252,0.002649003,0.000292132,0.000256644,0.000533885,0.333333333
1436,34.82255337,0.325879652,0.004971972,0.000703565,0.00051629,0.001209865,0.225
1437,34.86434777,0.034791998,0.001883485,0.000454621,0.000270851,0.000586361,0.142857143
1438,34.86542782,0.251668082,0.002562012,0.000273294,0.000258467,0.000819591,0.53125
1439,34.90224458,0.068298541,0.002423701,0.000419132,0.000429064,0.00109522,0.310344828
1440,34.91038505,0.235092105,0.002792195,0.000638986,0.000386456,0.001502861,0.5
1441,34.93144784,0.014522385,0.002869879,0.000422344,0.000362076,0.000917936,0.255813953
1442,35.02044901,0.345020997,0.002147712,0.000305244,0.000523389,0.000797603,0.434782609
1443,35.03929637,-0.547664585,0.003427687,0.000571175,0.00037099,0.001320391,0.727272727
1444,35.04411623,0.327188321,0.004316285,0.000956826,0.00081053,0.001569886,0.62962963
1445,35.04558723,-0.448991138,0.002403687,0.000563098,0.000289126,0.001372383,0.214285714
1446,35.05282279,-0.517938923,0.00440783,0.00088674,0.000437962,0.001177585,0.794871795
1447,35.09950087,-0.243245131,0.005053045,0.000783321,0.000875427,0.00172187,0.80952381
1448,35.1095569,0.075319495,0.004498161,0.000479475,0.000420845,0.001261136,0.771428571
1449,35.11154238,0.071544613,0.005107395,0.000735677,0.00092897,0.003362949,0.142857143
1450,35.13826818,-0.76155382,0.00603321,0.001054868,0.000685655,0.001708165,0.230769231
1451,35.13842743,0.802060196,0.005104495,0.000802719,0.001039913,0.002713044,0.704545455
1452,35.15099463,0.822993155,0.00727062,0.002045911,0.00075307,0.003542636,0.52
1453,35.17280414,-0.949074192,0.002627572,0.000530047,0.000409927,0.001175793,0.6
1454,35.24207193,-0.171626744,0.0019558,0.00021452,0.000193515,0.000489611,0.333333333
1455,35.26135916,-0.052346802,0.002757554,0.000423801,0.000513644,0.000868507,0.533333333
1456,35.26640684,0.117866074,0.00322221,0.000462632,0.000658649,0.001721979,0.230769231
1457,35.34770171,0.347122829,0.002209571,0.000230108,0.000578042,0.000778932,0.263157895
1458,35.3579868,-0.75056896,0.004006868,0.000609208,0.000713716,0.000955062,0.666666667
1459,35.38672955,0.134357411,0.002534473,0.000410409,0.000403543,0.000579262,0.181818182
1460,35.39852451,0.024834015,0.003431568,0.000371809,0.000672107,0.001120121,0.447368421
1461,35.41153661,-0.843194604,0.005106214,0.001188691,0.000969343,0.001889742,0.638888889
1462,35.45185565,-0.294487464,0.003260374,0.000282384,0.000221537,0.000831216,0.2
1463,35.45631062,0.243386894,0.001819466,0.000222601,0.000186632,0.000359757,0.387096774
1464,35.46665725,0.137781246,0.005559604,0.000748329,0.00064533,0.001484548,0.405405405
1465,35.46989062,0.361566316,0.002144825,0.000221862,0.00040586,0.000924687,0.333333333
1466,35.4716443,-0.43632581,0.005469844,0.000337544,0.000598208,0.001633724,0.178571429
1467,35.48227304,-0.043198022,0.002766617,0.00026132,0.000533556,0.00105509,0.161290323
1468,35.48908394,-0.011039226,0.002813557,0.000344288,0.000597268,0.000665141,0.3125
1469,35.49489582,-0.077074989,0.00276571,0.000288311,0.000597138,0.001039501,0.290322581
1470,35.51392671,-0.389364143,0.004180021,0.000590562,0.000427523,0.001053316,0.777777778
1471,35.51677631,-0.031022798,0.001882375,0.000372561,0.000687343,0.000856096,0.111111111
1472,35.52663208,-0.145399357,0.003142806,0.00051851,0.000338243,0.000476418,0.333333333
1473,35.54945546,-0.358344939,0.001593687,0.000303439,0.000181961,0.000317802,0.545454545
1474,35.554836,0.014510223,0.002272599,0.000673675,0.000212602,0.000828538,0.297297297
1475,35.56260359,0.078355075,0.002064066,6.80E-05,0.000261381,0.000672428,0.333333333
1476,35.57326042,0.069627955,0.004814007,0.001129111,0.002203996,0.001138386,0.567567568
1477,35.57762786,-0.585209485,0.005585403,0.000686531,0.000532048,0.002295607,0.826086957
1478,35.57796727,-0.029885579,0.004529471,0.000364718,0.000796238,0.001057089,0.666666667
1479,35.57797752,0.048704242,0.002523293,0.000539466,0.000434701,0.000753083,0.452380952
1480,35.59756163,-0.114823721,0.002367778,0.000355581,0.000812522,0.001254127,0.195121951
1481,35.60148757,-0.203350331,0.002859682,0.000309006,0.000567231,0.001103176,0.291666667
1482,35.63971046,0.294687516,0.002943784,0.000513805,0.000747391,0.001238748,0.457142857
1483,35.67340703,-0.245525116,0.003762275,0.00050359,0.000783855,0.001158491,0.567567568
1484,35.67899916,0.301923425,0.001917125,0.00034693,0.000272796,0.000927094,0.3
1485,35.72105125,-0.929696314,0.003910112,0.001146352,0.00082305,0.001517395,0.4
1486,35.7459999,0.157549607,0.003828818,0.000583458,0.000597017,0.001272931,0.432432432
1487,35.82308667,-0.869061956,0.004176831,0.000966144,0.000537512,0.001308746,0.419354839
1488,35.83050963,-0.193046943,0.002160348,0.000336819,0.000204315,0.000841649,0.32
1489,35.84026105,-0.147084893,0.002541143,0.000322205,0.000418127,0.001135877,0.555555556
1490,35.94843722,-0.14748945,0.004925167,0.001225959,0.000614109,0.002068093,0.653846154
1491,36.03871208,0.264916216,0.004078708,0.000737677,0.000949284,0.002166813,0.5625
1492,36.17462896,-0.305692429,0.001910232,0.000200642,0.000339625,0.000444308,0.2
1493,36.22184678,0.072993682,0.003656687,0.000791414,0.000666542,0.001424297,0.448979592
1494,36.33659543,-0.213205052,0.00441895,0.000384438,0.000509543,0.001752426,0.5625
1495,36.35661686,-0.700599831,0.002298638,0.000270812,0.000306324,0.000927782,0.333333333
1496,36.37207953,0.642316304,0.003389462,0.00045794,0.000495042,0.000864087,0.651162791
1497,36.37995026,0.797446513,0.003303684,0.000514047,0.000284915,0.001277551,0.432432432
1498,36.38311086,0.793029739,0.001932616,0.000309827,0.000264658,0.000397823,0.590909091
1499,36.38923861,0.385458073,0.004640665,0.000667423,0.00057349,0.001269059,0.357142857
1500,36.40597411,0.023951573,0.003308619,0.000794077,0.001559575,0.001786577,0.264705882
1501,36.40767677,0.130764663,0.002439124,0.000262245,0.00022933,0.00101091,0.282051282
1502,36.47968916,0.086642406,0.002686265,0.000292953,0.000323385,0.000792228,0.58
1503,36.47999364,-0.271865125,0.002345394,0.000379432,0.000243254,0.000628962,0.296296296
1504,36.49806426,0.732175496,0.002803451,0.000334913,0.000256852,0.001198256,0.25
1505,36.51376806,0.98642074,0.00376597,0.000337808,0.00032153,0.000762264,0.743589744
