YB,YB_long,YB_lat,8umphotom,standard error 8,N8,EX8,12umphotom,standard error 12,N12,EX12,24umphotom,standard error 24,N24,EX24,70umphotom,standard error 70,N70,EX70
ID Number,degree,degree,Jy,error,count,excluded count,Jy,error,count,excluded count,Jy,error,count,excluded count,Jy,error,count,excluded count
1055,28.36967758,0.459851053,0.2709,0.038,6,0,0.0606,0.0129,6,0,0.0874,0.0184,6,0,3.7249,0.5036,6,0
1056,28.38591754,0.449265556,0.5325,0.0379,6,0,0.1417,0.022,6,0,1.4318,0.1364,6,0,14.981,1.566,6,0
1057,28.39074875,-0.262647642,0.2137,0.0252,6,0,0.0861,0.019,6,0,0.4489,0.0563,6,0,7.6981,1.1373,6,0
1058,28.39325015,0.075503475,3.2005,0.4325,6,0,0.6197,0.1064,6,0,7.7605,0.6093,6,0,153.0375,26.5484,6,0
1059,28.39668171,0.451184353,1.2117,0.1582,6,0,0.4199,0.063,6,0,2.015,0.2281,6,0,25.3536,2.633,6,0
1060,28.40293132,0.159550012,0.493,0.0446,6,0,0.1279,0.0174,6,0,0.1854,0.0297,6,0,10.2262,0.7113,6,0
1061,28.41384357,0.232739124,0.192,0.0285,6,0,0.0138,0.0029,6,0,0.0982,0.0082,6,0,4.2746,0.3655,6,0
1062,28.41562913,-0.005038461,0.3296,0.0453,6,0,0.0608,0.0111,6,0,0.6632,0.0618,6,0,11.7628,0.764,6,0
1063,28.41846389,0.141109592,0.9242,0.0905,6,0,0.2306,0.0454,6,0,0.8567,0.1062,6,0,22.3278,1.9884,6,0
1064,28.42170481,0.239739882,0.8144,0.1043,6,0,0.2357,0.0397,6,0,1.3101,0.1652,6,0,23.0164,1.6932,6,0
1065,28.42967377,-0.003476557,0.1679,0.0047,6,0,0.0244,0.0051,6,0,0.1809,0.0226,6,0,5.8858,0.7383,6,0
1066,28.43237435,-0.128784332,0.888,0.1994,6,0,0.2535,0.0436,6,0,0.8375,0.1097,6,0,16.9188,1.2119,6,0
1067,28.43831209,0.015186434,0.5009,0.1015,6,0,0.2115,0.0432,6,0,1.8025,0.2607,6,0,21.7065,3.4816,6,0
1068,28.43837244,0.033859436,1.7881,0.1773,6,0,0.4511,0.0798,6,0,3.9516,0.3702,6,0,79.6764,3.4656,6,0
1069,28.45170734,0.002420212,0.466,0.0721,6,0,0.1482,0.0287,6,0,2.2878,0.2925,6,0,85.5202,6.097,6,0
1070,28.45480673,0.177583584,0.425,0.0892,6,0,0.128,0.0323,6,0,0.2523,0.0458,6,0,17.8485,1.314,6,0
1071,28.47030851,-0.287105569,1.1359,0.418,6,0,0.1653,0.1032,6,0,0.4585,0.2853,6,0,6.6661,1.9948,6,0
1072,28.49391621,-0.246682104,0.2737,0.0707,6,0,0.0831,0.0199,6,0,0.2743,0.0588,6,0,13.6914,2.364,6,0
1073,28.50205855,0.290068704,0.3141,0.028,7,0,,,,,0.2877,0.0335,7,0,11.8587,0.2993,7,0
1074,28.51142613,0.24325297,0.0688,0.0063,7,0,0.036,0.002,4,0,0.0618,0.0078,7,0,2.8783,0.1428,7,0
1075,28.58078266,0.144860608,0.7946,0.1531,7,0,0.3623,0.0406,7,0,1.9837,0.1868,7,0,72.5768,3.9472,7,0
1076,28.59638415,-0.361551703,7.737,2.8672,7,0,3.2211,1.5066,7,0,18.143,8.4196,7,0,260.4695,60.3254,7,0
1077,28.59990354,-0.379866999,2.1009,0.3866,7,0,0.7028,0.1356,7,0,2.0298,0.1561,7,0,32.404,6.6176,7,0
1078,28.60220801,-0.382402275,1.215,0.09,7,0,0.3401,0.0443,7,0,1.0151,0.2241,7,0,12.2111,1.1397,7,0
1079,28.60862647,-0.026570693,0.323,0.0191,7,0,0.1335,0.0185,7,0,1.4418,0.1233,7,0,15.9275,0.8154,7,0
1080,28.61002987,-0.065277269,0.6282,0.0626,7,0,0.2322,0.0375,7,0,0.4195,0.0462,7,0,13.1429,1.57,7,0
1081,28.61068377,0.015451952,4.6017,0.7905,7,0,4.0877,0.6131,7,0,,,,,645.626,37.6477,7,0
1082,28.615284,0.525364525,0.3701,0.0257,7,0,0.145,0.0231,7,0,0.3144,0.0413,7,0,7.3769,0.503,7,0
1083,28.63526995,0.473540914,0.7827,0.1542,7,0,0.2685,0.0339,7,0,0.4261,0.0573,7,0,21.2514,2.5502,7,0
1084,28.63549486,0.482080325,0.4114,0.0508,7,0,0.1092,0.0162,7,0,0.2611,0.0244,7,0,9.7687,0.5674,7,0
1085,28.65199956,0.027091124,1.914,0.2637,7,0,1.3096,0.2061,7,0,,,,,231.7363,15.6467,7,0
1086,28.66015955,0.03982814,1.8258,0.1972,7,0,0.7216,0.1129,7,0,3.3861,0.154,4,0,60.8895,6.2804,7,0
1087,28.68752295,0.177125866,3.4898,0.2391,7,0,1.641,0.1946,7,0,,,,,151.2574,6.6685,7,0
1088,28.69718771,0.406400853,0.1177,0.0624,7,0,0.0323,0.0134,7,0,0.4322,0.1307,7,0,6.3687,1.8485,7,0
1089,28.69838738,0.401933984,0.3516,0.029,7,0,0.0754,0.0117,7,0,0.3663,0.0958,7,0,5.3256,1.4197,7,0
1090,28.74605553,0.50679019,0.2052,0.0188,7,0,0.0502,0.007,7,0,0.1554,0.0122,7,0,4.8279,0.1229,7,0
1091,28.78658135,0.240392108,0.6974,0.1339,7,0,0.3834,0.2528,7,0,1.6328,0.8997,7,0,51.0392,5.2265,7,0
1092,28.78846384,0.243213384,0.2421,0.1062,7,0,0.3406,0.1073,7,0,3.1953,0.629,7,0,15.8627,9.9256,7,0
1093,28.79367169,0.171241093,1.5191,0.328,7,0,0.5541,0.1838,4,0,,,,,44.9807,9.5423,7,0
1094,28.80510727,0.1733058,4.9251,3.5894,7,0,,,,,,,,,158.2721,116.5583,7,0
1095,28.81746184,0.422090237,0.1145,0.0153,7,0,0.0413,0.0078,7,0,0.1443,0.0181,7,0,2.0323,0.2176,7,0
1096,28.82048172,0.352856895,0.3886,0.0311,7,0,0.1317,0.0138,7,0,0.3678,0.0373,7,0,14.7436,0.741,7,0
1097,28.83824031,-0.251415845,1.5336,0.4794,7,0,0.6267,0.1437,7,0,2.6531,0.2554,7,0,59.8883,46.3706,7,0
1098,28.86209473,0.065805532,4.3362,0.2735,7,0,2.6054,0.2197,7,0,,,,,1520.841,27.4389,7,0
1099,28.88248683,-0.019320147,2.0724,0.3234,7,0,0.979,0.1543,7,0,4.9456,0.3627,7,0,73.8824,4.1175,7,0
1100,28.89538084,0.139622917,0.3356,0.0445,7,1,0.1366,0.0178,7,1,0.1982,0.0287,7,1,10.8684,0.6755,7,1
1101,28.93042877,-0.829056491,6.0155,0.1825,7,1,2.9555,0.3711,7,1,3.9169,0.3901,7,1,0.967,0.1472,8,0
1102,28.95078012,-0.594583157,2.6098,0.5787,7,1,0.9436,0.2044,7,1,3.2124,0.5126,7,1,42.8806,9.5492,7,1
1103,28.96907367,-0.014912569,0.6314,0.059,7,1,0.2194,0.02,7,1,0.7434,0.0579,7,1,15.4564,0.6497,8,0
1104,28.98271557,0.259276821,0.5827,0.0481,8,0,0.2119,0.0258,7,1,1.1544,0.0824,7,1,23.7932,0.6993,7,1
1105,29.00203974,0.068034619,1.4589,0.3342,7,1,0.4999,0.101,8,0,0.9533,0.1717,7,1,45.086,6.2083,7,1
1106,29.01492133,-0.177154244,1.0149,0.072,7,1,0.4531,0.0454,7,1,2.3826,0.1759,7,1,22.2746,1.5149,7,1
1107,29.01543821,0.132805069,0.0997,0.0179,7,1,0.073,0.0097,7,1,0.3829,0.0376,7,1,4.7309,0.3711,7,1
1108,29.04896975,0.173987745,0.2912,0.0182,7,1,0.1896,0.0181,7,1,0.3118,0.0234,7,1,0.6053,0.0745,7,1
1109,29.0760036,0.442326725,0.1575,0.0214,8,0,0.0569,0.0135,7,1,0.2566,0.0257,7,1,3.1961,0.2104,7,1
1110,29.11654851,-0.287198399,0.0728,0.0107,8,0,0.0315,0.0055,7,1,0.1081,0.0119,7,1,0.8246,0.0835,7,1
1111,29.11689002,0.090396461,3.5207,0.4665,7,1,1.3238,0.1827,7,1,3.4924,0.3467,7,1,89.1409,5.4959,7,1
1112,29.13776081,0.419234358,0.1579,0.0118,7,1,0.0659,0.0121,7,1,0.3858,0.03,7,1,3.6454,0.2613,7,1
1113,29.15351301,0.416169658,0.3089,0.0275,8,0,0.117,0.014,7,1,0.2793,0.0267,7,1,7.1779,0.3167,7,1
1114,29.15767021,0.463862061,0.5167,0.0774,7,1,0.2663,0.0333,7,1,0.4755,0.0509,7,1,17.8583,0.976,7,1
1115,29.21679107,0.044747608,0.6093,0.0923,7,1,0.345,0.0502,7,1,1.7947,0.1888,7,1,22.2827,1.602,7,1
1116,29.22858322,0.010813015,0.2185,0.0581,7,1,0.0575,0.0071,7,1,0.1392,0.0144,7,1,2.158,0.1887,7,1
1117,29.24325215,0.255980108,1.0131,0.1267,7,1,0.544,0.0756,8,0,2.3,0.2747,7,1,37.489,3.3897,8,0
1118,29.2435686,0.260281187,0.3235,0.1366,7,1,0.0754,0.0567,7,1,0.3354,0.2604,7,1,5.4782,4.192,7,1
1119,29.26652546,-0.323415961,0.2095,0.037,7,1,0.0811,0.0116,7,1,0.3271,0.0295,7,1,9.2354,0.5203,7,1
1120,29.29072833,-0.337804833,1.7668,0.1278,8,0,0.6207,0.0646,8,0,1.2514,0.1315,8,0,57.1434,3.3092,7,1
1121,29.3404793,-0.46510421,0.176,0.0529,7,1,0.0486,0.0084,7,0,0.2468,0.0379,7,0,2.8671,0.3581,8,0
1122,29.36710321,-0.316806421,4.3824,0.5294,9,5,1.6523,0.2202,12,1,3.2352,0.4057,7,6,82.5982,7.3588,11,4
1123,29.40190855,-0.093310477,1.0097,0.1287,8,6,0.3833,0.053,8,6,0.9103,0.1083,7,6,23.4774,2.328,11,2
1124,29.41844522,0.629700702,0.1663,0.0279,7,6,0.0673,0.0091,9,4,0.2855,0.027,8,5,4.1217,0.3213,11,2
1125,29.41926425,-0.596596974,2.8019,0.0468,7,6,1.5352,0.1691,12,1,3.1493,0.2316,7,6,0.6307,0.0465,8,5
1126,29.46018994,-0.206257191,0.4244,0.0272,9,4,0.1785,0.029,7,6,0.212,0.0276,7,6,8.4994,0.7192,8,5
1127,29.4631706,0.006677091,0.9731,0.1282,8,4,0.3066,0.0619,7,5,0.7747,0.0973,7,5,16.0228,1.911,8,4
1128,29.47501348,-0.178331228,3.2616,0.2129,7,5,1.4325,0.1213,8,4,7.7972,0.4205,7,5,114.1803,4.4535,8,4
1129,29.58632113,-0.659383248,0.4868,0.1082,9,2,0.5105,0.1603,7,4,4.6867,0.5399,7,4,29.7527,3.7783,8,3
1130,29.59868033,-0.618403474,0.2407,0.0053,8,0,0.0689,0.0083,7,1,0.6331,0.0466,7,1,8.0321,0.5269,7,1
1131,29.61872097,-0.597892664,0.4478,0.0791,8,0,0.4242,0.0579,8,0,3.2883,0.3347,8,0,19.0725,3.4121,8,0
1132,29.6328465,-0.202985465,1.1723,0.1446,7,0,0.4296,0.0563,7,0,0.6024,0.0565,7,0,27.6366,1.5142,7,0
1133,29.7531559,0.141560446,0.0753,0.0026,7,0,0.0183,0.0033,7,0,0.0414,0.0038,7,0,1.1675,0.1503,7,0
1134,29.77023253,0.21836973,0.343,0.0589,7,0,0.2738,0.0822,7,0,2.5557,0.5349,7,0,53.7997,19.0973,7,0
1135,29.78828365,-0.162803209,0.0846,0.0352,7,0,0.1563,0.0281,7,0,1.4283,0.1283,7,0,7.9138,0.6368,7,0
1136,29.80882607,-0.273088256,0.1765,0.0277,7,0,0.0658,0.0126,7,0,0.0906,0.0182,7,0,1.9802,0.5536,7,0
1137,29.80961407,-0.278956949,0.1618,0.0064,7,0,0.0324,0.0029,7,0,0.0563,0.0061,7,0,1.5103,0.0788,7,0
1138,29.82823103,-0.155976064,0.2612,0.0778,7,0,0.4041,0.0674,7,0,4.5125,0.631,7,0,6.1633,1.3633,7,0
1139,29.83338508,-0.100695422,0.8534,0.1053,7,0,0.2224,0.0286,7,0,2.2153,0.4782,7,0,13.3255,1.7604,7,0
1140,29.85328909,0.548163897,0.1593,0.0688,7,0,0.1169,0.033,7,0,0.2106,0.041,7,0,8.3846,1.1874,7,0
1141,29.85480323,-0.242194282,0.9046,0.339,7,0,0.4107,0.1741,7,0,0.3557,0.1563,7,0,13.4093,4.6305,7,0
1142,29.85746808,-0.061144245,7.13,2.7808,7,0,2.2979,1.4045,7,0,,,,,245.9005,110.7064,7,0
1143,29.88738716,-0.780022173,6.19,0.9934,7,0,2.6966,0.3385,7,0,12.5436,0.6136,7,0,174.4382,15.6882,7,0
1144,29.90851045,-0.367413034,0.2044,0.0267,7,0,0.0615,0.0107,7,0,0.0631,0.0093,7,0,3.7489,0.2316,7,0
1145,29.90891374,-0.802859565,1.6835,0.1861,7,0,0.6934,0.0754,7,0,0.8202,0.106,7,0,27.4598,3.2888,7,0
1146,29.91037715,-0.329757824,0.2692,0.0583,7,0,0.1073,0.018,7,0,0.189,0.0228,7,0,9.3155,0.848,7,0
1147,29.91479076,-0.358438996,0.2498,0.0297,7,0,0.1049,0.0112,7,0,0.1087,0.0123,7,0,8.1317,0.2242,7,0
1148,29.93482568,-0.05206706,5.2559,1.1215,7,0,,,,,,,,,272.8993,65.7618,7,0
1149,29.94412532,-0.559060393,0.3564,0.0803,7,0,0.1636,0.0299,7,0,0.2011,0.0322,7,0,6.62,0.5491,7,0
1150,29.95312415,-0.786415519,1.3423,0.3185,7,0,0.3926,0.084,7,0,1.2228,0.1558,7,0,27.7559,2.2677,7,0
1151,29.95620277,-0.017380546,24.7289,2.6129,7,0,,,,,,,,,4217.6372,348.9537,7,0
1152,29.9696949,-0.413708441,2.57,0.3398,7,0,0.9741,0.1816,7,0,3.4237,0.3585,7,0,46.3839,6.5523,7,0
1153,30.00332363,-0.265867336,0.3181,0.0384,9,12,0.0772,0.013,10,11,0.2745,0.0424,9,12,28.4765,3.2477,7,0
1154,30.02330139,-0.042858856,13.6266,2.7471,7,0,6.8577,1.287,7,0,,,,,670.0142,89.9945,7,0
1155,30.02425346,0.1085479,1.1388,0.203,10,13,0.7342,0.0958,9,14,4.3402,1.0345,7,16,60.954,13.0436,7,0
1156,30.03251489,0.107908234,0.8897,0.0848,8,13,0.2219,0.0323,8,13,1.446,0.1365,8,13,27.1757,2.1584,7,0
1157,30.05582795,-0.339032341,0.0771,0.0263,10,10,0.2175,0.0909,7,13,1.7325,0.3114,13,7,12.9664,5.558,7,0
1158,30.06701456,0.097636709,1.9017,0.958,7,11,0.8641,0.4424,7,11,1.6002,0.398,8,10,43.0775,12.9177,7,0
1159,30.09548025,0.044085361,0.4392,0.0512,7,11,0.1212,0.0113,9,9,0.4743,0.04,7,11,11.2239,0.8106,7,0
1160,30.1139104,-0.564677164,4.9219,0.2104,10,8,1.5997,0.3456,7,11,3.2171,0.3254,8,10,0.8419,0.0984,7,0
1161,30.13198181,-0.65869003,0.1474,0.0161,9,7,0.0746,0.0129,7,9,0.0846,0.0124,8,8,2.8634,0.3131,7,0
1162,30.19711165,0.308532956,0.326,0.0276,9,6,0.1296,0.0175,7,8,1.8822,0.1598,7,8,36.2837,2.3482,7,0
1163,30.20523749,0.327453206,0.2209,0.0518,8,7,0.0993,0.0194,8,7,0.2198,0.0372,7,8,8.6901,1.044,7,0
1164,30.21092567,0.480734526,0.6238,0.1172,7,7,0.2708,0.0489,7,7,0.3369,0.0562,7,7,1.3147,0.5677,7,0
1165,30.21180647,0.42934506,0.783,0.0667,10,4,0.5457,0.0751,7,7,2.0442,0.1863,7,7,56.7051,1.9794,7,0
1166,30.21919014,-0.178560734,4.1298,0.9485,8,6,1.8313,0.6017,7,7,9.1514,2.7902,7,7,136.4154,41.6426,7,0
1167,30.23647826,0.120797399,0.1761,0.0695,7,7,0.0972,0.0217,7,7,0.2909,0.0333,8,6,4.6565,0.6977,7,0
1168,30.24761733,0.245540091,1.0739,0.4322,7,6,0.7463,0.274,7,6,3.5971,0.8119,8,5,69.2592,25.4764,7,0
1169,30.2535626,0.053414926,1.8479,0.2593,7,0,0.8972,0.1457,7,0,,,,,142.1505,9.9216,7,0
1170,30.29690094,0.05517779,1.4872,0.1294,7,0,0.8685,0.1086,7,0,,,,,122.9315,5.9051,7,0
1171,30.30939076,-0.213456599,0.799,0.5319,7,7,0.8132,0.2674,7,7,5.5769,1.6282,7,7,22.5883,8.9718,7,0
1172,30.34357999,0.37981001,0.6123,0.1781,8,6,0.3799,0.103,8,6,0.7717,0.1536,10,4,13.6676,4.7818,7,0
1173,30.34931411,0.090317762,3.4505,0.5898,7,6,1.2111,0.2565,7,6,5.8577,0.6476,7,6,102.5506,10.9375,7,0
1174,30.3516521,0.517107514,0.5189,0.3336,7,6,0.0365,0.0085,8,5,0.1962,0.0203,7,6,8.8826,0.5834,7,0
1175,30.35686412,0.487160492,0.099,0.0063,7,6,0.0363,0.0049,7,6,0.0784,0.0111,7,6,3.389,0.1449,7,0
1176,30.36907847,-0.818943539,0.1046,0.0131,8,5,0.0385,0.0062,7,6,0.0709,0.007,8,5,1.4127,0.1868,7,0
1177,30.37806228,0.108885584,3.1382,0.3202,8,5,1.4179,0.224,9,4,7.3083,0.737,7,6,112.3823,15.8081,7,0
1178,30.3817685,-0.109389568,13.1652,2.802,7,0,6.0145,1.468,7,0,,,,,428.1351,78.8718,7,0
1179,30.38882461,-0.792043361,0.3376,0.0585,9,4,0.1742,0.0361,8,5,0.1421,0.02,8,5,4.6219,1.6542,7,0
1180,30.4109002,-0.227350931,3.2838,0.0763,7,0,0.9087,0.2006,7,0,,,,,49.3567,4.8883,7,0
1181,30.41868587,0.470578054,0.1151,0.0136,8,5,0.0302,0.0056,7,6,0.0781,0.0062,8,5,4.1328,0.4136,7,0
1182,30.42232356,0.466875412,0.163,0.0376,9,3,0.0139,0.0032,7,5,0.2562,0.1305,7,5,10.8163,1.1208,7,0
1183,30.42470835,0.462784381,0.3714,0.0328,8,5,0.0804,0.0092,8,4,1.8202,0.1046,9,3,16.9514,2.9682,7,1
1184,30.47108755,0.222069867,0.1248,0.0304,8,3,0.1113,0.019,9,2,2.3533,0.169,7,4,3.7159,0.5566,7,0
1185,30.48932246,-0.358388392,0.4645,0.093,8,3,0.2297,0.0346,8,3,5.6052,0.6172,8,3,12.0478,1.6681,7,0
1186,30.495467,0.622822926,0.122,0.0608,7,4,0.0805,0.0242,8,3,0.0877,0.0287,7,4,3.0618,0.7969,7,0
1187,30.50619557,-0.197941392,2.3105,0.401,7,4,0.8452,0.1342,8,3,1.3651,0.1722,8,3,43.6088,5.5576,7,0
1188,30.53365104,0.021202716,5.4645,0.8278,7,0,3.3645,0.7054,7,0,,,,,559.1446,65.1473,7,0
1189,30.60464453,0.453557887,0.0346,0.0061,9,2,0.0066,0.0012,7,4,0.019,0.002,8,3,0.3174,0.0282,7,0
1190,30.61141222,0.452299302,0.0679,0.0178,8,3,0.0176,0.0028,7,4,0.0262,0.0041,7,4,1.0956,0.1142,7,0
1191,30.62473263,0.168861379,0.2539,0.0311,7,4,0.0761,0.0099,9,2,0.2826,0.0294,8,3,20.534,1.5297,7,0
1192,30.64117783,-0.115444154,1.7174,0.1717,7,4,0.7224,0.0897,7,4,3.0602,0.1906,7,4,56.791,5.0097,7,0
1193,30.64396434,-1.037178767,0.0164,0.0109,6,0,,,,,0.1933,0.0214,3,0,0.2808,0.1452,6,0
1194,30.65607142,0.227468557,0.5042,0.1887,8,3,0.2585,0.0737,7,4,0.6148,0.1167,7,4,21.5633,6.383,7,0
1195,30.69317741,0.227975923,0.1504,0.0441,8,4,0.0472,0.0178,7,5,0.1324,0.0211,8,4,7.2308,1.6337,8,0
1196,30.69395936,-0.365621905,0.6029,0.1106,9,2,0.2378,0.0398,8,2,0.594,0.1006,7,3,24.3595,3.8528,8,0
1197,30.71001899,-0.559165083,4.1453,0.0916,8,2,1.7041,0.2448,7,3,1.7911,0.1378,7,3,1.7256,0.1725,7,0
1198,30.74592577,-0.801156948,0.1902,0.0218,8,2,0.0237,0.002,7,3,0.1067,0.0066,8,2,3.0002,0.2882,7,0
1199,30.75642948,0.202127263,2.0384,0.8317,7,3,0.778,0.3668,7,3,5.9176,2.4996,7,3,117.1524,51.8697,7,0
1200,30.75961919,-0.056233735,4.5005,1.0276,7,1,,,,,,,,,413.1291,72.3585,7,1
1201,30.7597833,0.205218458,3.1632,0.4926,8,2,1.0281,0.2286,8,2,9.0738,1.3426,8,2,199.2807,30.7315,7,0
1202,30.76429261,-0.034349221,9.8363,2.2926,7,0,,,,,,,,,535.1951,129.5452,7,0
1203,30.76782475,-0.590787689,0.1633,0.0394,8,2,0.1415,0.0396,8,2,2.5588,0.18,7,3,11.7915,1.8453,7,0
1204,30.77992592,0.229478155,0.1666,0.0155,8,2,0.0631,0.0104,7,3,0.4508,0.0409,8,2,30.1247,3.624,7,0
1205,30.8389551,0.113303479,0.1369,0.0288,8,2,0.2249,0.0205,8,2,1.2089,0.1082,9,1,11.06,4.531,7,0
1206,30.84737568,0.153623379,0.1729,0.0345,7,3,0.0516,0.0118,7,3,0.3918,0.0684,8,2,11.0831,3.9582,7,0
1207,30.85635314,-0.510215538,0.0539,0.0083,8,1,0.0173,0.0032,8,1,0.0274,0.0033,8,1,0.7973,0.0894,7,0
1208,30.86651443,0.113880105,4.7535,0.3743,7,0,3.1485,0.6547,7,0,,,,,871.4255,55.6201,7,0
1209,30.87565129,-0.347544952,0.3565,0.0292,8,1,0.1423,0.0149,8,1,0.2445,0.0209,8,1,8.2595,0.4486,7,0
1210,30.87703524,0.05841855,1.0537,0.0898,7,0,0.3437,0.0468,7,0,4.4343,0.1627,3,0,37.8557,1.4575,7,0
1211,30.88205512,-0.235365791,2.27,0.442,7,2,0.5693,0.1588,8,1,1.2941,0.2709,8,1,61.5034,11.0171,7,0
1212,30.88206077,0.073828416,0.9225,0.0587,7,0,1.1687,0.1341,7,0,,,,,45.9512,3.6511,7,0
1213,30.90718884,0.1595651,1.0477,0.5817,7,2,0.4435,0.1806,7,2,2.1544,0.5511,8,1,47.3564,18.4449,7,0
1214,30.92285194,0.273848557,0.3174,0.0982,8,1,0.2957,0.0642,8,1,2.7062,0.4324,8,1,4.4012,1.3239,7,0
1215,30.95810022,0.086612293,2.2735,0.0663,7,0,0.8838,0.0805,7,0,,,,,187.1548,7.0736,7,0
1216,30.95892631,0.600970713,0.4798,0.0677,7,0,0.1457,0.0479,7,0,0.385,0.0666,7,0,9.7764,0.8508,7,0
1217,30.97248474,0.561558276,0.8117,0.0477,7,0,0.4949,0.0398,7,0,3.3875,0.2353,7,0,41.1907,2.3758,7,0
1218,30.99697592,-0.075862584,1.1491,0.1597,7,0,0.7893,0.0949,7,0,,,,,57.2556,3.5877,7,0
1219,31.03331145,0.466844554,0.4421,0.033,7,0,0.2433,0.0175,7,0,1.2037,0.0833,7,0,9.0383,0.4142,7,0
1220,31.04781433,0.355024927,4.303,0.3123,7,0,1.6102,0.1585,7,0,7.1057,0.4046,7,0,127.6653,8.4304,7,0
1221,31.04929695,0.4700916,0.4591,0.0193,7,0,0.2421,0.0163,7,0,4.4048,0.2301,7,0,56.567,1.7131,7,0
1222,31.05952971,0.092260837,0.6353,0.1021,7,0,0.3289,0.0375,7,0,4.0455,0.2438,7,0,111.0707,7.3746,7,0
1223,31.07007295,0.049951189,3.8953,0.9183,7,0,2.5556,0.5011,7,0,,,,,283.5731,48.4325,7,0
1224,31.12179761,0.062772624,0.4433,0.047,7,0,0.1416,0.0166,7,0,1.0327,0.0607,7,0,49.0284,2.5592,7,0
1225,31.15869874,0.045727067,0.6386,0.0762,7,0,0.644,0.074,7,0,7.2902,0.4014,7,0,116.7853,6.7415,7,0
1226,31.20797675,0.099298951,1.4193,0.7894,7,0,0.5619,0.343,7,0,2.0427,0.6606,7,0,41.0182,23.7152,7,0
1227,31.24203077,-0.129452765,0.6559,0.0392,7,0,0.2132,0.0296,7,0,0.2892,0.0309,7,0,7.828,0.8932,7,0
1228,31.24237579,-0.11016159,2.5053,0.4681,7,0,2.7221,0.3812,7,0,,,,,890.3206,42.1959,7,0
1229,31.26026463,0.489371958,0.0351,0.0069,7,0,0.0087,0.0012,7,0,0.0216,0.0026,7,0,0.8136,0.1055,7,0
1230,31.26682376,0.495799529,0.0318,0.0086,7,0,0.0126,0.0023,7,0,0.037,0.0049,7,0,0.9189,0.1366,7,0
1231,31.26955289,0.064279303,0.8385,0.0303,7,0,0.2696,0.0367,7,0,4.9989,0.6868,3,0,47.3188,2.7123,7,0
1232,31.27786475,0.064277411,3.2726,0.7168,7,0,1.7846,0.411,7,0,,,,,618.1806,193.9032,7,0
1233,31.29964957,-0.131462114,0.165,0.0242,7,0,0.0174,0.0032,7,0,0.0998,0.012,7,0,2.4769,0.2792,7,0
1234,31.3027423,-0.134010068,0.5344,0.0311,7,0,0.0844,0.0139,7,0,0.7121,0.058,7,0,14.578,2.0276,7,0
1235,31.30648205,-0.136195122,0.0646,0.0191,7,0,0.0171,0.0129,7,0,0.0206,0.0087,7,0,2.0587,1.5799,7,0
1236,31.31093153,0.531892904,0.1047,0.0235,6,0,0.0428,0.01,6,0,0.0551,0.0121,6,0,2.6942,0.6965,6,0
1237,31.33080333,-0.158888004,0.2534,0.0431,6,0,0.0652,0.0099,6,0,0.2428,0.0179,6,0,7.8935,0.5721,6,0
1238,31.39427863,-0.258389021,4.4281,0.8361,6,0,2.1926,0.4129,6,0,,,,,1037.1518,31.7872,6,0
1239,31.40910293,0.308457799,0.4995,0.2699,6,0,0.2001,0.1815,6,0,0.0507,0.0,1,0,147.7109,140.3733,6,0
1240,31.40911678,0.305022752,0.144,0.0255,6,0,0.003,0.0035,6,0,0.1153,0.0,1,0,-24.7407,15.6958,6,0
1241,31.4128379,0.047567004,0.4727,0.0187,6,0,0.1823,0.0197,6,0,0.4701,0.0342,6,0,13.9048,0.7276,6,0
1242,31.41372642,0.310076118,1.5314,0.4507,6,0,0.9524,0.2392,6,0,,,,,709.2762,239.4395,6,0
1243,31.42025795,-0.157968975,0.4498,0.0345,6,0,0.1554,0.0174,6,0,0.2801,0.0234,6,0,8.7992,0.604,6,0
1244,31.42702291,-0.139810322,1.4297,0.1735,6,0,0.5182,0.0646,6,0,1.6696,0.1477,6,0,46.9738,5.1722,6,0
1245,31.4309394,0.288041834,0.3227,0.0548,6,0,0.2548,0.0389,6,0,2.6022,0.3778,6,0,6.9344,1.0261,6,0
1246,31.44630805,0.768070696,0.0734,0.0132,6,0,0.0304,0.0044,6,0,0.0582,0.0059,6,0,0.8003,0.2002,6,0
1247,31.47518294,-0.347116888,0.8909,0.1573,6,0,0.8851,0.5642,6,0,3.7387,2.7796,6,0,38.2773,18.7549,6,0
1248,31.5082403,-0.245358592,0.1772,0.0517,5,0,0.1411,0.0492,2,0,0.4259,0.054,5,0,4.5428,0.8132,5,0
1249,31.55336099,-0.096795547,0.2419,0.0227,5,0,0.0561,0.0096,5,0,0.1323,0.0168,5,0,2.1066,0.2239,5,0
1250,31.55909602,-0.123263656,0.0848,0.0216,5,0,0.0405,0.0059,5,0,0.148,0.0152,5,0,1.4143,0.2222,5,0
1251,31.56075128,0.376050928,0.6512,0.1175,5,0,0.4801,0.0406,5,0,2.6038,0.0922,5,0,45.2357,1.1266,5,0
1252,31.56666906,-0.270574412,2.0449,0.4849,5,0,0.823,0.1881,5,0,1.3906,0.2258,5,0,50.22,9.3659,5,0
1253,31.5745008,0.228474714,0.0741,0.0244,5,0,0.0414,0.0106,5,0,0.1094,0.0198,5,0,1.2127,0.2088,5,0
1254,31.57921796,0.075147204,1.8012,0.0311,5,0,0.3329,0.0522,5,0,9.5778,2.0978,5,0,332.4689,63.0599,5,0
